station_code,Phase,pick_time,w_conf,network_code
NU.MNI1,P,2009-12-17T11:43:02.080+09:00,0.6025593280792236,0207
NU.MNI1,S,2009-12-17T11:43:18.900+09:00,0.6190280914306641,0207
NU.MNI1,P,2009-12-17T15:36:45.640+09:00,0.8601322770118713,0207
NU.MNI1,S,2009-12-17T15:42:59.800+09:00,0.622918426990509,0207
NU.MNI1,P,2009-12-17T15:44:29.320+09:00,0.5446561574935913,0207
NU.MNI1,P,2009-12-17T15:51:18.180+09:00,0.18454839289188385,0207
NU.MNI1,P,2009-12-17T15:59:46.700+09:00,0.6117764711380005,0207
NU.MNI1,P,2009-12-17T16:05:50.700+09:00,0.6437172889709473,0207
NU.MNI1,S,2009-12-17T15:44:29.650+09:00,0.16894486546516418,0207
NU.MNI1,P,2009-12-17T16:06:48.760+09:00,0.852691650390625,0207
NU.MNI1,P,2009-12-17T16:11:10.390+09:00,0.8640798330307007,0207
NU.MNI1,P,2009-12-17T16:23:39.060+09:00,0.14877425134181976,0207
NU.MNI1,P,2009-12-17T16:26:28.220+09:00,0.6655536890029907,0207
NU.MNI1,S,2009-12-17T16:06:59.620+09:00,0.22070279717445374,0207
NU.MNI1,P,2009-12-17T16:30:30.800+09:00,0.9409006237983704,0207
NU.MNI1,S,2009-12-17T16:30:35.590+09:00,0.23921936750411987,0207
NU.MNI1,P,2009-12-17T17:48:27.920+09:00,0.9654517769813538,0207
NU.MNI1,S,2009-12-17T17:48:29.720+09:00,0.6069753170013428,0207
NU.MNI1,P,2009-12-17T18:16:37.920+09:00,0.667022168636322,0207
NU.MNI1,S,2009-12-17T18:22:44.840+09:00,0.45538273453712463,0207
NU.MNI1,P,2009-12-17T18:30:45.640+09:00,0.9071367383003235,0207
NU.MNI1,P,2009-12-17T18:45:11.220+09:00,0.8721683621406555,0207
NU.MNI1,S,2009-12-17T18:36:29.620+09:00,0.10511024296283722,0207
NU.MNI1,P,2009-12-17T18:45:30.080+09:00,0.9576418995857239,0207
NU.MNI1,P,2009-12-17T18:45:34.180+09:00,0.2200365662574768,0207
NU.MNI1,S,2009-12-17T18:45:15.760+09:00,0.30718305706977844,0207
NU.MNI1,P,2009-12-17T18:48:53.800+09:00,0.6510960459709167,0207
NU.MNI1,S,2009-12-17T18:48:59.740+09:00,0.4643539488315582,0207
NU.MNI1,S,2009-12-17T18:56:59.610+09:00,0.29404202103614807,0207
NU.MNI1,P,2009-12-17T18:56:59.950+09:00,0.34571588039398193,0207
NU.MNI1,S,2009-12-17T18:57:03.680+09:00,0.15148334205150604,0207
NU.MNI1,S,2009-12-17T19:03:20.160+09:00,0.13222503662109375,0207
NU.MNI1,S,2009-12-17T19:03:29.620+09:00,0.16684579849243164,0207
NU.MNI1,S,2009-12-17T19:10:29.790+09:00,0.6321448683738708,0207
NU.MNI1,P,2009-12-17T19:03:15.670+09:00,0.9436429142951965,0207
NU.MNI1,S,2009-12-17T19:13:08.900+09:00,0.5629176497459412,0207
NU.MNI1,S,2009-12-17T19:13:41.690+09:00,0.8421441316604614,0207
NU.MNI1,P,2009-12-17T19:13:36.900+09:00,0.947790265083313,0207
NU.MNI1,S,2009-12-17T19:15:29.650+09:00,0.1014176458120346,0207
NU.MNI1,P,2009-12-17T19:16:09.720+09:00,0.8488751649856567,0207
NU.MNI1,S,2009-12-17T19:16:14.420+09:00,0.20661289989948273,0207
NU.MNI1,S,2009-12-17T19:16:46.980+09:00,0.6256159543991089,0207
NU.MNI1,S,2009-12-17T19:23:42.580+09:00,0.2607600688934326,0207
NU.MNI1,S,2009-12-17T19:24:56.570+09:00,0.8806933760643005,0207
NU.MNI1,P,2009-12-17T19:16:42.260+09:00,0.8797326683998108,0207
NU.MNI1,P,2009-12-17T19:29:08.720+09:00,0.7183273434638977,0207
NU.MNI1,S,2009-12-17T19:24:59.740+09:00,0.3631518483161926,0207
NU.MNI1,P,2009-12-17T19:30:19.160+09:00,0.8984184861183167,0207
NU.MNI1,P,2009-12-17T19:31:08.000+09:00,0.5414516925811768,0207
NU.MNI1,S,2009-12-17T19:30:23.890+09:00,0.617880642414093,0207
NU.MNI1,S,2009-12-17T19:46:58.070+09:00,0.5608711838722229,0207
NU.MNI1,S,2009-12-17T19:46:59.730+09:00,0.1561433970928192,0207
NU.MNI1,S,2009-12-17T19:54:08.160+09:00,0.12987761199474335,0207
NU.MNI1,S,2009-12-17T19:57:29.680+09:00,0.5360221266746521,0207
NU.MNI1,S,2009-12-17T19:57:33.020+09:00,0.8772495985031128,0207
NU.MNI1,S,2009-12-17T20:04:22.060+09:00,0.6358829736709595,0207
NU.MNI1,P,2009-12-17T19:45:07.480+09:00,0.595894455909729,0207
NU.MNI1,P,2009-12-17T20:06:29.120+09:00,0.6120748519897461,0207
NU.MNI1,S,2009-12-17T20:04:29.640+09:00,0.1466107815504074,0207
NU.MNI1,P,2009-12-17T20:06:29.950+09:00,0.42096981406211853,0207
NU.MNI1,S,2009-12-17T20:06:29.640+09:00,0.5071459412574768,0207
NU.MNI1,S,2009-12-17T20:16:29.060+09:00,0.5092786550521851,0207
